type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2018-10-24 08:41:55,53.63344543,9.92002976,5,62.500,,6.188,155,18,20,,
T,2018-10-24 08:41:56,53.63339254,9.92007301,5,62.500,,6.312,155,18,20,,
T,2018-10-24 08:41:57,53.63334145,9.92011609,5,62.700,,6.125,154,18,20,,
T,2018-10-24 08:41:58,53.63329468,9.92016144,5,63.000,,5.875,156,18,19,,
T,2018-10-24 08:41:59,53.63324988,9.92020821,5,63.400,,5.688,151,17,19,,
T,2018-10-24 08:42:00,53.63320931,9.92024685,5,63.400,,5.188,155,17,19,,
T,2018-10-24 08:42:01,53.63316949,9.92028407,5,63.500,,5.062,155,17,19,,
T,2018-10-24 08:42:02,53.63312981,9.92032112,5,63.400,,5.000,152,15,20,,
T,2018-10-24 08:42:03,53.63308915,9.92035900,5,63.400,,5.000,149,18,20,,
T,2018-10-24 08:42:04,53.63304867,9.92039865,5,63.300,,5.125,148,17,20,,
T,2018-10-24 08:42:05,53.63300726,9.92044441,5,63.200,,5.438,147,17,20,,
T,2018-10-24 08:42:06,53.63296460,9.92049630,5,63.300,,5.688,144,18,20,,
T,2018-10-24 08:42:07,53.63292105,9.92055128,5,63.300,,5.875,143,18,20,,
T,2018-10-24 08:42:08,53.63287852,9.92060652,5,63.300,,5.812,143,18,20,,
T,2018-10-24 08:42:09,53.63284059,9.92065740,5,63.400,,5.188,143,18,20,,
T,2018-10-24 08:42:10,53.63280861,9.92069554,5,63.600,,4.250,146,18,21,,
T,2018-10-24 08:42:11,53.63278280,9.92072320,5,63.700,,3.312,148,18,20,,
T,2018-10-24 08:42:12,53.63276276,9.92074599,5,63.800,,2.562,148,18,20,,
T,2018-10-24 08:42:13,53.63274432,9.92076787,5,64.100,,2.312,147,18,20,,
T,2018-10-24 08:42:14,53.63272697,9.92078891,5,64.300,,2.188,146,18,20,,
T,2018-10-24 08:42:15,53.63271230,9.92080618,5,64.400,,1.812,144,16,20,,
T,2018-10-24 08:42:16,53.63270099,9.92081959,5,64.600,,1.375,143,17,20,,
T,2018-10-24 08:42:17,53.63269395,9.92082939,5,64.900,,0.875,141,17,21,,
T,2018-10-24 08:42:18,53.63269395,9.92082939,5,64.900,,0.188,141,14,21,,
T,2018-10-24 08:42:19,53.63269395,9.92082939,5,64.900,,0.000,141,16,21,,
T,2018-10-24 08:42:20,53.63269395,9.92082939,5,64.900,,0.000,141,15,21,,
T,2018-10-24 08:42:21,53.63268234,9.92085085,5,65.000,,1.750,138,17,21,,
T,2018-10-24 08:42:22,53.63265845,9.92088539,5,65.200,,3.125,139,17,21,,
T,2018-10-24 08:42:23,53.63262836,9.92092579,5,65.400,,4.062,140,17,21,,
T,2018-10-24 08:42:24,53.63259462,9.92096887,5,65.800,,4.438,143,17,21,,
T,2018-10-24 08:42:25,53.63255732,9.92101229,5,66.200,,4.812,144,17,21,,
T,2018-10-24 08:42:26,53.63251939,9.92105990,5,66.300,,5.062,144,16,21,,
T,2018-10-24 08:42:27,53.63248365,9.92110943,5,66.500,,4.938,145,17,21,,
T,2018-10-24 08:42:28,53.63244903,9.92115419,5,66.500,,4.750,145,17,21,,
T,2018-10-24 08:42:29,53.63241378,9.92119703,5,66.400,,4.750,146,16,20,,
T,2018-10-24 08:42:30,53.63238030,9.92124304,5,66.500,,4.750,142,17,20,,
T,2018-10-24 08:42:31,53.63234375,9.92128830,5,66.400,,4.938,142,17,20,,
T,2018-10-24 08:42:32,53.63231152,9.92133047,5,66.400,,4.500,144,17,20,,
T,2018-10-24 08:42:33,53.63228076,9.92136600,5,66.400,,4.062,144,17,20,,
T,2018-10-24 08:42:34,53.63225436,9.92139727,5,66.300,,3.625,145,18,20,,
T,2018-10-24 08:42:35,53.63223148,9.92142292,5,66.300,,2.875,145,18,20,,
T,2018-10-24 08:42:36,53.63221794,9.92143993,5,66.300,,1.875,146,17,20,,
T,2018-10-24 08:42:37,53.63221270,9.92145116,5,66.200,,1.062,146,17,20,,
T,2018-10-24 08:42:38,53.63220704,9.92146114,5,66.400,,0.750,144,17,21,,
T,2018-10-24 08:42:39,53.63220704,9.92146114,5,66.400,,0.250,143,17,21,,
T,2018-10-24 08:42:40,53.63220704,9.92146114,5,66.400,,0.062,144,16,21,,
T,2018-10-24 08:42:41,53.63220704,9.92146114,5,66.400,,0.000,144,17,20,,
T,2018-10-24 08:42:42,53.63220704,9.92146114,5,66.400,,0.000,144,15,21,,
T,2018-10-24 08:42:43,53.63220704,9.92146114,5,66.400,,0.000,144,17,21,,
T,2018-10-24 08:42:44,53.63220704,9.92146114,5,66.400,,0.000,144,17,21,,
T,2018-10-24 08:42:45,53.63220704,9.92146114,5,66.400,,0.000,144,16,21,,
T,2018-10-24 08:42:46,53.63220704,9.92146114,5,66.400,,0.000,144,16,21,,
T,2018-10-24 08:42:47,53.63220704,9.92146114,5,66.400,,0.000,144,17,21,,
T,2018-10-24 08:42:48,53.63220704,9.92146114,5,66.400,,0.000,144,17,21,,
T,2018-10-24 08:42:49,53.63220704,9.92146114,5,66.400,,0.062,144,17,21,,
T,2018-10-24 08:42:50,53.63220704,9.92146114,5,66.400,,0.000,144,16,21,,
T,2018-10-24 08:42:51,53.63220704,9.92146114,5,66.400,,0.000,144,17,20,,
T,2018-10-24 08:42:52,53.63220704,9.92146114,5,66.400,,0.000,144,16,20,,
T,2018-10-24 08:42:53,53.63220704,9.92146114,5,66.400,,0.000,144,16,20,,
T,2018-10-24 08:42:54,53.63220704,9.92146114,5,66.400,,0.000,144,15,19,,
T,2018-10-24 08:42:55,53.63220704,9.92146114,5,66.400,,0.000,144,17,20,,
T,2018-10-24 08:42:56,53.63220704,9.92146114,5,66.400,,0.000,144,16,20,,
T,2018-10-24 08:42:57,53.63220704,9.92146114,5,66.400,,0.000,144,17,20,,
T,2018-10-24 08:42:58,53.63219175,9.92148033,5,66.500,,1.562,140,17,21,,
T,2018-10-24 08:42:59,53.63216857,9.92150472,5,66.500,,2.750,142,16,21,,
T,2018-10-24 08:43:00,53.63213844,9.92153984,5,66.400,,3.812,142,16,21,,
T,2018-10-24 08:43:01,53.63210084,9.92158134,5,66.500,,4.562,143,17,21,,
T,2018-10-24 08:43:02,53.63206417,9.92162408,5,66.600,,4.625,146,17,21,,
T,2018-10-24 08:43:03,53.63203157,9.92165929,5,66.700,,4.188,149,17,21,,
T,2018-10-24 08:43:04,53.63199293,9.92167429,5,66.600,,4.250,168,17,21,,
T,2018-10-24 08:43:05,53.63194838,9.92166775,5,66.500,,4.625,187,17,21,,
T,2018-10-24 08:43:06,53.63190697,9.92163783,5,66.500,,4.688,211,17,21,,
T,2018-10-24 08:43:07,53.63187323,9.92158846,5,66.600,,4.938,227,17,21,,
T,2018-10-24 08:43:08,53.63184243,9.92152384,5,66.500,,5.375,239,18,21,,
T,2018-10-24 08:43:09,53.63181137,9.92144588,5,66.500,,6.188,240,17,21,,
T,2018-10-24 08:43:10,53.63177940,9.92135092,5,66.400,,7.125,243,18,21,,
T,2018-10-24 08:43:11,53.63174830,9.92124648,5,66.400,,7.562,245,18,21,,
T,2018-10-24 08:43:12,53.63171896,9.92114011,5,66.300,,7.625,246,18,21,,
T,2018-10-24 08:43:13,53.63169285,9.92103308,5,66.200,,7.500,248,18,21,,
T,2018-10-24 08:43:14,53.63166968,9.92092545,5,66.300,,7.438,252,18,20,,
T,2018-10-24 08:43:15,53.63165036,9.92081850,5,66.300,,7.250,255,18,20,,
T,2018-10-24 08:43:16,53.63163657,9.92071331,5,66.300,,7.062,259,18,21,,
T,2018-10-24 08:43:17,53.63162827,9.92061147,5,66.300,,6.750,264,17,20,,
T,2018-10-24 08:43:18,53.63162345,9.92051457,5,66.200,,6.375,266,18,20,,
T,2018-10-24 08:43:19,53.63161989,9.92042128,5,66.200,,6.125,266,18,20,,
T,2018-10-24 08:43:20,53.63161641,9.92033159,5,66.200,,5.875,266,18,20,,
T,2018-10-24 08:43:21,53.63161360,9.92024325,5,66.100,,5.812,266,17,20,,
T,2018-10-24 08:43:22,53.63160954,9.92015147,5,66.000,,6.062,264,18,20,,
T,2018-10-24 08:43:23,53.63160468,9.92005499,5,66.000,,6.375,264,17,20,,
T,2018-10-24 08:43:24,53.63160032,9.91995198,5,66.000,,6.812,265,18,20,,
T,2018-10-24 08:43:25,53.63159822,9.91983882,5,66.200,,7.438,266,18,20,,
T,2018-10-24 08:43:26,53.63159562,9.91971527,5,66.300,,8.062,267,18,20,,
T,2018-10-24 08:43:27,53.63159202,9.91958443,5,66.300,,8.500,266,18,20,,
T,2018-10-24 08:43:28,53.63158699,9.91944881,5,66.200,,8.875,266,17,20,,
T,2018-10-24 08:43:29,53.63158175,9.91931101,5,66.100,,9.000,266,18,21,,
T,2018-10-24 08:43:30,53.63157752,9.91917204,5,66.000,,9.125,267,18,21,,
T,2018-10-24 08:43:31,53.63157291,9.91902972,5,65.900,,9.375,267,18,21,,
T,2018-10-24 08:43:32,53.63157010,9.91888060,5,65.800,,9.750,267,18,21,,
T,2018-10-24 08:43:33,53.63156511,9.91872763,5,65.800,,10.062,266,17,21,,
T,2018-10-24 08:43:34,53.63155996,9.91857089,5,65.600,,10.312,266,16,21,,
T,2018-10-24 08:43:35,53.63155304,9.91841029,5,65.600,,10.625,265,17,21,,
T,2018-10-24 08:43:36,53.63154403,9.91824727,5,65.600,,10.812,265,17,21,,
T,2018-10-24 08:43:37,53.63153377,9.91808323,5,65.500,,10.875,264,18,21,,
T,2018-10-24 08:43:38,53.63152274,9.91791836,5,65.400,,10.875,264,18,21,,
T,2018-10-24 08:43:39,53.63151403,9.91775290,5,65.300,,10.938,266,18,21,,
T,2018-10-24 08:43:40,53.63150787,9.91758702,5,65.400,,10.875,266,18,21,,
T,2018-10-24 08:43:41,53.63150393,9.91742416,5,65.200,,10.688,267,17,20,,
T,2018-10-24 08:43:42,53.63150028,9.91726239,5,65.100,,10.625,267,18,20,,
T,2018-10-24 08:43:43,53.63149450,9.91710456,5,65.200,,10.375,266,18,20,,
T,2018-10-24 08:43:44,53.63148716,9.91695377,5,65.000,,9.938,264,18,20,,
T,2018-10-24 08:43:45,53.63147312,9.91681245,5,64.800,,9.438,258,18,20,,
T,2018-10-24 08:43:46,53.63144768,9.91667834,5,64.900,,9.250,250,18,20,,
T,2018-10-24 08:43:47,53.63140959,9.91655395,5,64.900,,9.188,239,17,20,,
T,2018-10-24 08:43:48,53.63136009,9.91643585,5,65.000,,9.500,233,18,20,,
T,2018-10-24 08:43:49,53.63130645,9.91631306,5,65.000,,10.062,232,18,20,,
T,2018-10-24 08:43:50,53.63125075,9.91618205,5,64.900,,10.562,233,18,20,,
T,2018-10-24 08:43:51,53.63119346,9.91604710,5,65.000,,10.875,234,18,20,,
T,2018-10-24 08:43:52,53.63113638,9.91590905,5,65.100,,11.000,234,18,20,,
T,2018-10-24 08:43:53,53.63108081,9.91577351,5,65.100,,10.812,235,18,20,,
T,2018-10-24 08:43:54,53.63102364,9.91563639,5,64.900,,11.000,235,18,20,,
T,2018-10-24 08:43:55,53.63096099,9.91549289,5,64.700,,11.562,234,18,19,,
T,2018-10-24 08:43:56,53.63090030,9.91534780,5,64.700,,11.625,234,18,19,,
T,2018-10-24 08:43:57,53.63084234,9.91520388,5,64.500,,11.375,235,18,20,,
T,2018-10-24 08:43:58,53.63078329,9.91505560,5,64.400,,11.625,235,18,20,,
T,2018-10-24 08:43:59,53.63072345,9.91490934,5,64.300,,11.500,236,17,20,,
T,2018-10-24 08:44:00,53.63066716,9.91476869,5,64.400,,11.000,236,18,20,,
T,2018-10-24 08:44:01,53.63061297,9.91462746,5,64.100,,10.938,235,17,20,,
T,2018-10-24 08:44:02,53.63055174,9.91448605,5,64.100,,11.188,234,18,20,,
T,2018-10-24 08:44:03,53.63048502,9.91433560,5,63.600,,11.625,234,18,20,,
T,2018-10-24 08:44:04,53.63042103,9.91419026,5,63.300,,11.500,233,18,20,,
T,2018-10-24 08:44:05,53.63035833,9.91404978,5,63.400,,11.438,232,18,20,,
T,2018-10-24 08:44:06,53.63029756,9.91391282,5,63.600,,11.188,233,17,19,,
T,2018-10-24 08:44:07,53.63024027,9.91377435,5,63.500,,11.000,233,17,19,,
T,2018-10-24 08:44:08,53.63018570,9.91363328,5,63.300,,11.062,235,17,19,,
T,2018-10-24 08:44:09,53.63012544,9.91348618,5,62.900,,11.438,234,17,19,,
T,2018-10-24 08:44:10,53.63006400,9.91333949,5,62.600,,11.562,234,17,19,,
T,2018-10-24 08:44:11,53.63000101,9.91319952,5,62.300,,11.375,233,18,19,,
T,2018-10-24 08:44:12,53.62994225,9.91306230,5,61.900,,11.125,234,17,19,,
T,2018-10-24 08:44:13,53.62988618,9.91292492,5,61.600,,11.000,234,17,19,,
T,2018-10-24 08:44:14,53.62983320,9.91278553,5,61.600,,10.938,235,17,19,,
T,2018-10-24 08:44:15,53.62977717,9.91264706,5,61.700,,11.062,235,17,19,,
T,2018-10-24 08:44:16,53.62972369,9.91251463,5,61.700,,10.625,235,16,18,,
T,2018-10-24 08:44:17,53.62966921,9.91238681,5,61.600,,10.375,234,16,18,,
T,2018-10-24 08:44:18,53.62961418,9.91225940,5,61.500,,10.312,233,16,19,,
T,2018-10-24 08:44:19,53.62956364,9.91213476,5,61.500,,9.938,234,16,19,,
T,2018-10-24 08:44:20,53.62952123,9.91201775,5,61.300,,9.312,235,16,17,,
T,2018-10-24 08:44:21,53.62947890,9.91190124,5,61.100,,8.938,236,16,18,,
T,2018-10-24 08:44:22,53.62943527,9.91178960,5,61.100,,8.812,235,16,18,,
T,2018-10-24 08:44:23,53.62938745,9.91167812,5,61.000,,8.875,234,16,18,,
T,2018-10-24 08:44:24,53.62934462,9.91156999,5,60.900,,8.500,235,16,18,,
T,2018-10-24 08:44:25,53.62930028,9.91145935,5,60.700,,8.438,235,16,18,,
T,2018-10-24 08:44:26,53.62925644,9.91134980,5,60.400,,8.375,235,16,18,,
T,2018-10-24 08:44:27,53.62920879,9.91124067,5,60.200,,8.562,235,16,18,,
T,2018-10-24 08:44:28,53.62916525,9.91113832,5,59.800,,8.188,234,16,19,,
T,2018-10-24 08:44:29,53.62912439,9.91104621,5,59.700,,7.625,233,16,19,,
T,2018-10-24 08:44:30,53.62908533,9.91095912,5,59.900,,7.125,233,17,19,,
T,2018-10-24 08:44:31,53.62904996,9.91087689,5,60.200,,6.625,233,16,19,,
T,2018-10-24 08:44:32,53.62901974,9.91080221,5,60.200,,6.000,234,17,19,,
T,2018-10-24 08:44:33,53.62898931,9.91072878,5,60.100,,5.625,236,16,19,,
T,2018-10-24 08:44:34,53.62896065,9.91065980,5,60.200,,5.375,237,17,19,,
T,2018-10-24 08:44:35,53.62893437,9.91059191,5,60.200,,5.125,237,17,19,,
T,2018-10-24 08:44:36,53.62890914,9.91052795,5,60.300,,4.938,239,18,19,,
T,2018-10-24 08:44:37,53.62888613,9.91046710,5,60.400,,4.625,241,18,19,,
T,2018-10-24 08:44:38,53.62887058,9.91040734,5,60.400,,4.188,246,17,19,,
T,2018-10-24 08:44:39,53.62886405,9.91034824,5,60.500,,3.875,256,18,19,,
T,2018-10-24 08:44:40,53.62886824,9.91029183,5,60.300,,3.688,275,18,19,,
T,2018-10-24 08:44:41,53.62888244,9.91023752,5,60.400,,3.750,291,18,20,,
T,2018-10-24 08:44:42,53.62890864,9.91019259,5,60.400,,3.938,313,17,20,,
T,2018-10-24 08:44:43,53.62894564,9.91016787,5,60.600,,4.250,336,17,19,,
T,2018-10-24 08:44:44,53.62898998,9.91015974,5,60.600,,4.625,357,18,19,,
T,2018-10-24 08:44:45,53.62903458,9.91016099,5,60.500,,4.750,10,18,20,,
T,2018-10-24 08:44:46,53.62907372,9.91016845,5,60.500,,4.438,18,16,20,,
T,2018-10-24 08:44:47,53.62911433,9.91018144,5,60.500,,4.375,18,18,20,,
T,2018-10-24 08:44:48,53.62915511,9.91019083,5,60.500,,4.312,15,17,21,,
T,2018-10-24 08:44:49,53.62919886,9.91019653,5,60.400,,4.562,11,18,21,,
