type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2018-10-24 09:46:46,53.61585604,9.89248691,5,64.800,,0.688,252,16,20,,
T,2018-10-24 09:46:47,53.61584750,9.89243737,5,65.100,,2.562,253,17,20,,
T,2018-10-24 09:46:48,53.61584087,9.89239580,5,65.300,,2.750,254,17,20,,
T,2018-10-24 09:46:49,53.61583350,9.89235532,5,65.500,,2.750,253,16,20,,
T,2018-10-24 09:46:50,53.61582574,9.89232045,5,65.700,,2.438,250,16,20,,
T,2018-10-24 09:46:51,53.61582046,9.89229505,5,65.800,,1.750,247,17,20,,
T,2018-10-24 09:46:52,53.61581581,9.89227963,5,66.000,,1.125,245,17,20,,
T,2018-10-24 09:46:53,53.61581380,9.89227150,5,66.100,,0.625,243,18,20,,
T,2018-10-24 09:46:54,53.61581380,9.89227150,5,66.100,,0.250,243,17,20,,
T,2018-10-24 09:46:55,53.61581380,9.89227150,5,66.100,,0.312,243,17,20,,
T,2018-10-24 09:46:56,53.61581380,9.89227150,5,66.100,,0.625,241,16,20,,
T,2018-10-24 09:46:57,53.61578241,9.89223302,5,66.700,,2.688,215,18,20,,
T,2018-10-24 09:46:58,53.61574964,9.89223126,5,66.800,,3.375,183,16,20,,
T,2018-10-24 09:46:59,53.61571330,9.89224333,5,66.900,,3.875,164,16,20,,
T,2018-10-24 09:47:00,53.61567822,9.89226865,5,66.900,,4.062,148,18,20,,
T,2018-10-24 09:47:01,53.61563627,9.89231064,5,66.700,,5.188,142,18,20,,
T,2018-10-24 09:47:02,53.61558598,9.89236680,5,66.600,,6.438,140,18,20,,
T,2018-10-24 09:47:03,53.61553037,9.89243327,5,66.400,,7.250,141,18,20,,
T,2018-10-24 09:47:04,53.61547412,9.89250024,5,66.200,,7.375,141,18,20,,
T,2018-10-24 09:47:05,53.61542199,9.89256444,5,66.000,,7.062,142,18,20,,
T,2018-10-24 09:47:06,53.61537057,9.89262639,5,66.000,,7.000,143,18,20,,
T,2018-10-24 09:47:07,53.61531814,9.89268858,5,65.900,,7.000,145,18,20,,
T,2018-10-24 09:47:08,53.61526571,9.89275463,5,65.800,,7.188,144,18,20,,
T,2018-10-24 09:47:09,53.61521278,9.89282470,5,65.700,,7.375,143,18,20,,
T,2018-10-24 09:47:10,53.61515796,9.89289477,5,65.600,,7.562,143,18,20,,
T,2018-10-24 09:47:11,53.61510301,9.89296434,5,65.500,,7.562,143,18,20,,
T,2018-10-24 09:47:12,53.61505071,9.89302914,5,65.600,,7.188,143,18,20,,
T,2018-10-24 09:47:13,53.61500113,9.89308982,5,65.700,,6.875,143,18,19,,
T,2018-10-24 09:47:14,53.61495750,9.89314539,5,65.900,,6.062,143,18,19,,
T,2018-10-24 09:47:15,53.61492016,9.89318512,5,66.100,,4.812,147,18,19,,
T,2018-10-24 09:47:16,53.61489154,9.89320331,5,66.200,,3.438,154,18,20,,
T,2018-10-24 09:47:17,53.61486635,9.89319686,5,66.300,,2.812,167,18,20,,
T,2018-10-24 09:47:18,53.61483815,9.89316769,5,66.400,,3.438,191,18,20,,
T,2018-10-24 09:47:19,53.61481560,9.89311304,5,66.300,,4.125,220,18,20,,
T,2018-10-24 09:47:20,53.61479779,9.89304154,5,66.300,,4.812,244,18,20,,
T,2018-10-24 09:47:21,53.61477972,9.89295596,5,66.300,,5.688,258,18,20,,
T,2018-10-24 09:47:22,53.61476401,9.89286033,5,66.100,,6.125,262,18,20,,
T,2018-10-24 09:47:23,53.61475093,9.89276670,5,65.900,,5.938,263,18,20,,
T,2018-10-24 09:47:24,53.61473773,9.89267676,5,65.500,,5.812,263,17,20,,
T,2018-10-24 09:47:25,53.61472264,9.89258649,5,65.200,,5.875,258,17,20,,
T,2018-10-24 09:47:26,53.61470948,9.89248440,5,65.200,,6.438,257,17,20,,
T,2018-10-24 09:47:27,53.61469884,9.89237702,5,64.800,,6.875,259,18,20,,
T,2018-10-24 09:47:28,53.61468212,9.89226907,5,64.800,,7.125,259,18,20,,
T,2018-10-24 09:47:29,53.61467164,9.89215666,5,64.800,,7.125,259,18,20,,
T,2018-10-24 09:47:30,53.61467022,9.89203328,5,65.100,,7.562,262,18,20,,
T,2018-10-24 09:47:31,53.61465815,9.89191166,5,65.100,,7.750,260,18,20,,
T,2018-10-24 09:47:32,53.61463924,9.89179180,5,65.200,,7.938,254,18,20,,
T,2018-10-24 09:47:33,53.61461938,9.89167035,5,65.300,,8.062,251,18,20,,
T,2018-10-24 09:47:34,53.61460136,9.89155367,5,65.300,,7.750,251,16,18,,
T,2018-10-24 09:47:35,53.61458656,9.89143515,5,65.100,,7.812,254,16,18,,
T,2018-10-24 09:47:36,53.61457307,9.89131168,5,65.100,,7.875,256,17,18,,
T,2018-10-24 09:47:37,53.61455932,9.89119585,5,65.200,,7.625,257,17,18,,
T,2018-10-24 09:47:38,53.61454813,9.89107900,5,65.200,,7.625,259,17,19,,
T,2018-10-24 09:47:39,53.61453623,9.89096576,5,65.000,,7.438,259,18,19,,
T,2018-10-24 09:47:40,53.61452295,9.89085345,5,65.100,,7.312,257,18,19,,
T,2018-10-24 09:47:41,53.61450660,9.89075655,5,65.100,,6.438,254,18,20,,
T,2018-10-24 09:47:42,53.61449390,9.89068547,5,65.000,,4.938,251,18,20,,
T,2018-10-24 09:47:43,53.61448301,9.89063904,5,65.100,,3.375,247,17,20,,
T,2018-10-24 09:47:44,53.61447701,9.89060434,5,65.200,,2.375,244,18,20,,
T,2018-10-24 09:47:45,53.61447253,9.89057533,5,65.200,,2.000,245,18,20,,
T,2018-10-24 09:47:46,53.61447123,9.89054189,5,65.300,,2.188,250,18,20,,
T,2018-10-24 09:47:47,53.61447643,9.89050484,5,65.300,,2.500,263,17,20,,
T,2018-10-24 09:47:48,53.61449264,9.89045732,5,65.300,,3.250,282,18,19,,
T,2018-10-24 09:47:49,53.61452051,9.89039772,5,65.400,,4.438,302,18,20,,
T,2018-10-24 09:47:50,53.61455559,9.89033385,5,65.300,,5.312,310,18,20,,
T,2018-10-24 09:47:51,53.61459394,9.89026210,5,65.100,,6.062,313,18,20,,
T,2018-10-24 09:47:52,53.61462927,9.89018809,5,65.000,,6.000,311,17,20,,
T,2018-10-24 09:47:53,53.61466326,9.89012011,5,64.900,,5.688,311,17,20,,
T,2018-10-24 09:47:54,53.61469599,9.89005708,5,64.800,,5.375,312,17,20,,
T,2018-10-24 09:47:55,53.61472403,9.88999254,5,64.600,,5.188,306,17,20,,
T,2018-10-24 09:47:56,53.61475391,9.88992004,5,64.500,,5.625,300,16,20,,
T,2018-10-24 09:47:57,53.61478245,9.88984745,5,64.200,,5.688,299,16,20,,
T,2018-10-24 09:47:58,53.61481174,9.88976640,5,64.100,,6.062,300,16,20,,
T,2018-10-24 09:47:59,53.61484230,9.88968685,5,63.900,,6.125,301,16,21,,
T,2018-10-24 09:48:00,53.61487088,9.88960706,5,63.900,,6.000,301,16,21,,
T,2018-10-24 09:48:01,53.61489862,9.88953103,5,64.100,,5.688,301,16,21,,
T,2018-10-24 09:48:02,53.61492599,9.88946364,5,64.200,,5.250,303,16,21,,
T,2018-10-24 09:48:03,53.61495206,9.88940262,5,64.300,,4.938,304,16,21,,
T,2018-10-24 09:48:04,53.61498005,9.88934454,5,64.500,,4.875,305,16,21,,
T,2018-10-24 09:48:05,53.61500713,9.88928452,5,64.500,,4.938,306,16,21,,
T,2018-10-24 09:48:06,53.61503324,9.88922065,5,64.600,,5.062,305,16,21,,
T,2018-10-24 09:48:07,53.61506018,9.88915075,5,64.600,,5.438,304,17,21,,
T,2018-10-24 09:48:08,53.61508965,9.88906567,5,64.700,,6.438,302,16,21,,
T,2018-10-24 09:48:09,53.61512569,9.88896207,5,64.700,,7.875,300,16,21,,
T,2018-10-24 09:48:10,53.61516399,9.88884447,5,64.700,,8.625,299,16,21,,
T,2018-10-24 09:48:11,53.61520247,9.88872721,5,64.700,,8.688,299,16,21,,
T,2018-10-24 09:48:12,53.61524182,9.88861254,5,64.700,,8.688,300,16,21,,
T,2018-10-24 09:48:13,53.61528193,9.88850098,5,64.600,,8.500,302,16,21,,
T,2018-10-24 09:48:14,53.61532191,9.88839269,5,64.500,,8.375,302,17,21,,
T,2018-10-24 09:48:15,53.61535988,9.88828548,5,64.500,,8.188,302,17,21,,
T,2018-10-24 09:48:16,53.61539504,9.88817979,5,64.600,,7.875,300,16,21,,
T,2018-10-24 09:48:17,53.61542945,9.88807409,5,64.600,,7.938,299,16,21,,
T,2018-10-24 09:48:18,53.61546671,9.88796705,5,64.600,,8.125,300,16,21,,
T,2018-10-24 09:48:19,53.61550178,9.88785750,5,64.800,,8.125,300,16,21,,
T,2018-10-24 09:48:20,53.61553401,9.88774854,5,64.900,,8.000,299,16,21,,
T,2018-10-24 09:48:21,53.61556666,9.88764209,5,64.900,,7.812,300,16,20,,
T,2018-10-24 09:48:22,53.61560015,9.88754142,5,64.900,,7.625,301,15,21,,
T,2018-10-24 09:48:23,53.61563464,9.88744771,5,64.800,,7.250,302,16,21,,
T,2018-10-24 09:48:24,53.61566318,9.88736968,5,64.800,,6.000,306,16,21,,
T,2018-10-24 09:48:25,53.61568878,9.88731746,5,64.800,,4.500,314,17,21,,
T,2018-10-24 09:48:26,53.61570865,9.88728376,5,64.800,,3.250,318,17,21,,
T,2018-10-24 09:48:27,53.61571988,9.88725375,5,64.900,,2.438,316,18,21,,
T,2018-10-24 09:48:28,53.61572558,9.88723096,5,65.000,,1.625,310,17,21,,
T,2018-10-24 09:48:29,53.61572856,9.88722173,5,64.900,,0.188,309,17,21,,
T,2018-10-24 09:48:30,53.61572839,9.88722173,5,64.900,,0.000,309,16,21,,
T,2018-10-24 09:48:31,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:32,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:33,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:34,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:35,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:36,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:37,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:38,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:39,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:40,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:41,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:42,53.61572839,9.88722173,5,64.900,,0.000,309,16,21,,
T,2018-10-24 09:48:43,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:44,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:45,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:46,53.61572839,9.88722173,5,64.900,,0.000,309,15,21,,
T,2018-10-24 09:48:47,53.61572839,9.88722173,5,64.900,,0.000,309,16,21,,
T,2018-10-24 09:48:48,53.61572839,9.88722173,5,64.900,,0.562,306,15,21,,
T,2018-10-24 09:48:49,53.61572864,9.88717010,5,65.200,,2.750,298,16,21,,
T,2018-10-24 09:48:50,53.61573891,9.88711042,5,65.400,,4.062,294,17,21,,
T,2018-10-24 09:48:51,53.61575793,9.88704395,5,65.400,,4.750,298,17,21,,
T,2018-10-24 09:48:52,53.61578174,9.88697564,5,65.300,,5.125,300,18,21,,
T,2018-10-24 09:48:53,53.61580802,9.88690440,5,65.200,,5.500,303,17,21,,
T,2018-10-24 09:48:54,53.61583815,9.88683592,5,65.200,,5.562,309,18,21,,
T,2018-10-24 09:48:55,53.61587176,9.88678370,5,65.300,,5.000,322,17,21,,
T,2018-10-24 09:48:56,53.61590743,9.88675838,5,65.200,,4.125,333,16,21,,
T,2018-10-24 09:48:57,53.61593831,9.88676392,5,65.300,,3.375,350,17,21,,
T,2018-10-24 09:48:58,53.61596191,9.88678420,5,65.300,,2.938,11,18,21,,
T,2018-10-24 09:48:59,53.61598739,9.88682753,5,64.900,,3.562,37,18,21,,
T,2018-10-24 09:49:00,53.61600675,9.88687565,5,64.800,,3.688,56,17,21,,
T,2018-10-24 09:49:01,53.61602050,9.88694622,5,64.600,,4.500,77,16,21,,
T,2018-10-24 09:49:02,53.61602657,9.88702719,5,64.500,,4.938,85,18,21,,
T,2018-10-24 09:49:03,53.61603362,9.88710615,5,64.500,,5.000,88,18,21,,
T,2018-10-24 09:49:04,53.61603936,9.88718553,5,64.600,,5.062,86,18,21,,
T,2018-10-24 09:49:05,53.61604573,9.88726633,5,64.600,,5.188,84,17,21,,
T,2018-10-24 09:49:06,53.61605185,9.88734822,5,64.900,,5.250,83,17,21,,
T,2018-10-24 09:49:07,53.61605935,9.88742759,5,65.000,,5.250,81,17,21,,
T,2018-10-24 09:49:08,53.61606739,9.88750747,5,65.100,,5.250,79,17,21,,
T,2018-10-24 09:49:09,53.61607594,9.88758459,5,65.200,,5.062,78,17,21,,
T,2018-10-24 09:49:10,53.61608483,9.88765843,5,65.300,,4.938,77,17,20,,
T,2018-10-24 09:49:11,53.61609279,9.88773194,5,65.300,,4.875,78,17,20,,
T,2018-10-24 09:49:12,53.61609996,9.88780662,5,65.400,,4.938,80,17,21,,
T,2018-10-24 09:49:13,53.61610562,9.88788315,5,65.400,,5.062,83,16,21,,
T,2018-10-24 09:49:14,53.61611077,9.88796177,5,65.400,,5.188,84,16,21,,
T,2018-10-24 09:49:15,53.61611576,9.88804358,5,65.400,,5.375,84,16,21,,
T,2018-10-24 09:49:16,53.61612217,9.88812824,5,65.500,,5.562,83,16,21,,
T,2018-10-24 09:49:17,53.61613009,9.88821474,5,65.500,,5.750,81,15,21,,
T,2018-10-24 09:49:18,53.61613717,9.88830451,5,65.700,,5.875,81,17,21,,
T,2018-10-24 09:49:19,53.61614493,9.88839436,5,65.800,,5.875,80,16,21,,
T,2018-10-24 09:49:20,53.61615553,9.88848296,5,65.800,,5.938,79,17,21,,
T,2018-10-24 09:49:21,53.61616794,9.88857189,5,65.700,,6.000,77,17,20,,
T,2018-10-24 09:49:22,53.61618030,9.88865999,5,65.700,,5.938,77,16,20,,
T,2018-10-24 09:49:23,53.61619153,9.88874758,5,65.800,,5.875,77,16,20,,
T,2018-10-24 09:49:24,53.61620230,9.88883425,5,65.900,,5.812,78,16,20,,
T,2018-10-24 09:49:25,53.61621274,9.88891815,5,65.900,,5.625,78,15,20,,
T,2018-10-24 09:49:26,53.61622309,9.88900079,5,65.900,,5.562,79,15,20,,
T,2018-10-24 09:49:27,53.61622925,9.88908621,5,66.000,,5.625,82,17,20,,
T,2018-10-24 09:49:28,53.61623235,9.88917153,5,66.100,,5.625,85,16,20,,
T,2018-10-24 09:49:29,53.61623503,9.88925753,5,66.100,,5.688,86,16,20,,
T,2018-10-24 09:49:30,53.61624036,9.88934512,5,66.100,,5.812,86,16,20,,
T,2018-10-24 09:49:31,53.61624765,9.88943498,5,66.000,,6.000,83,15,20,,
T,2018-10-24 09:49:32,53.61625616,9.88952760,5,66.000,,6.188,82,17,20,,
T,2018-10-24 09:49:33,53.61626462,9.88962416,5,65.900,,6.438,81,18,20,,
T,2018-10-24 09:49:34,53.61627388,9.88972197,5,65.900,,6.500,80,18,20,,
T,2018-10-24 09:49:35,53.61628465,9.88981769,5,65.800,,6.375,80,17,20,,
T,2018-10-24 09:49:36,53.61629626,9.88991291,5,65.800,,6.375,79,16,20,,
T,2018-10-24 09:49:37,53.61630984,9.89000813,5,65.600,,6.500,78,17,20,,
T,2018-10-24 09:49:38,53.61632476,9.89010628,5,65.600,,6.688,76,16,20,,
T,2018-10-24 09:49:39,53.61634387,9.89020301,5,65.600,,6.750,71,17,20,,
T,2018-10-24 09:49:40,53.61636981,9.89029530,5,65.600,,6.750,65,18,20,,
T,2018-10-24 09:49:41,53.61640192,9.89038666,5,65.600,,7.000,58,18,20,,
T,2018-10-24 09:49:42,53.61643674,9.89047517,5,65.600,,6.938,54,18,20,,
T,2018-10-24 09:49:43,53.61647346,9.89055857,5,65.600,,6.875,52,18,20,,
T,2018-10-24 09:49:44,53.61650941,9.89064231,5,65.700,,6.812,53,18,20,,
T,2018-10-24 09:49:45,53.61654407,9.89072168,5,65.600,,6.562,53,18,20,,
T,2018-10-24 09:49:46,53.61657680,9.89079578,5,65.600,,6.125,53,16,20,,
T,2018-10-24 09:49:47,53.61660564,9.89085596,5,65.700,,5.188,52,17,20,,
T,2018-10-24 09:49:48,53.61662865,9.89090139,5,65.700,,4.062,50,17,20,,
T,2018-10-24 09:49:49,53.61664608,9.89092997,5,65.800,,2.812,48,17,20,,
T,2018-10-24 09:49:50,53.61665300,9.89094246,5,66.000,,1.250,47,17,20,,
T,2018-10-24 09:49:51,53.61665635,9.89095084,5,66.300,,0.188,46,16,20,,
T,2018-10-24 09:49:52,53.61665585,9.89095076,5,66.300,,0.000,45,16,20,,
T,2018-10-24 09:49:53,53.61665585,9.89095076,5,66.300,,0.000,45,17,20,,
T,2018-10-24 09:49:54,53.61665585,9.89095076,5,66.300,,0.188,45,17,20,,
T,2018-10-24 09:49:55,53.61665585,9.89095076,5,66.300,,0.188,45,17,21,,
T,2018-10-24 09:49:56,53.61665585,9.89095076,5,66.300,,0.125,45,16,21,,
T,2018-10-24 09:49:57,53.61665585,9.89095076,5,66.300,,0.000,46,17,21,,
T,2018-10-24 09:49:58,53.61665585,9.89095076,5,66.300,,0.000,46,17,21,,
T,2018-10-24 09:49:59,53.61665585,9.89095076,5,66.300,,0.000,46,17,21,,
T,2018-10-24 09:50:00,53.61665585,9.89095076,5,66.300,,0.000,46,17,21,,
T,2018-10-24 09:50:01,53.61665585,9.89095076,5,66.300,,0.062,46,17,21,,
T,2018-10-24 09:50:02,53.61665585,9.89095076,5,66.300,,0.500,44,16,21,,
T,2018-10-24 09:50:03,53.61668694,9.89101362,5,67.600,,2.688,21,16,21,,
T,2018-10-24 09:50:04,53.61672072,9.89100507,5,67.800,,3.688,5,17,21,,
T,2018-10-24 09:50:05,53.61676280,9.89097239,5,67.800,,4.875,340,17,21,,
T,2018-10-24 09:50:06,53.61680710,9.89091497,5,67.800,,5.750,325,17,21,,
T,2018-10-24 09:50:07,53.61685596,9.89084858,5,67.700,,6.812,317,17,21,,
T,2018-10-24 09:50:08,53.61691958,9.89076812,5,67.600,,8.500,319,17,21,,
T,2018-10-24 09:50:09,53.61698354,9.89068539,5,67.400,,8.812,319,17,21,,
T,2018-10-24 09:50:10,53.61704933,9.89059092,5,67.000,,9.312,319,15,21,,
T,2018-10-24 09:50:11,53.61712025,9.89049152,5,66.800,,10.000,321,15,21,,
T,2018-10-24 09:50:12,53.61719598,9.89039018,5,66.600,,10.500,323,16,21,,
T,2018-10-24 09:50:13,53.61727477,9.89029219,5,66.500,,10.562,324,17,21,,
T,2018-10-24 09:50:14,53.61735150,9.89020058,5,66.300,,10.188,324,17,21,,
T,2018-10-24 09:50:15,53.61742287,9.89011307,5,66.200,,9.750,324,17,21,,
T,2018-10-24 09:50:16,53.61748980,9.89002816,5,66.300,,9.312,324,16,21,,
T,2018-10-24 09:50:17,53.61755279,9.88995088,5,66.300,,8.562,324,17,21,,
T,2018-10-24 09:50:18,53.61761025,9.88988240,5,66.100,,7.688,325,17,21,,
T,2018-10-24 09:50:19,53.61765602,9.88982474,5,65.900,,6.312,324,17,21,,
T,2018-10-24 09:50:20,53.61768716,9.88977713,5,66.200,,4.750,323,17,20,,
T,2018-10-24 09:50:21,53.61771071,9.88973798,5,66.500,,3.688,321,17,20,,
T,2018-10-24 09:50:22,53.61773112,9.88969708,5,66.500,,3.562,310,18,20,,
T,2018-10-24 09:50:23,53.61773937,9.88964251,5,66.600,,3.750,293,17,20,,
T,2018-10-24 09:50:24,53.61773095,9.88956951,5,66.600,,4.750,267,17,20,,
T,2018-10-24 09:50:25,53.61771415,9.88948393,5,66.500,,5.750,253,18,20,,
T,2018-10-24 09:50:26,53.61769830,9.88938586,5,66.400,,6.500,250,18,20,,
T,2018-10-24 09:50:27,53.61768540,9.88928469,5,66.500,,6.688,249,18,20,,
T,2018-10-24 09:50:28,53.61767102,9.88918327,5,66.500,,6.750,251,18,20,,
T,2018-10-24 09:50:29,53.61765359,9.88907833,5,66.600,,7.062,252,18,20,,
T,2018-10-24 09:50:30,53.61763598,9.88896685,5,66.500,,7.500,256,18,20,,
T,2018-10-24 09:50:31,53.61762127,9.88884707,5,66.500,,7.875,256,18,20,,
T,2018-10-24 09:50:32,53.61760526,9.88872712,5,66.500,,7.938,256,18,20,,
T,2018-10-24 09:50:33,53.61758938,9.88860701,5,66.500,,8.062,256,18,20,,
T,2018-10-24 09:50:34,53.61757211,9.88848095,5,66.600,,8.375,256,18,20,,
T,2018-10-24 09:50:35,53.61755036,9.88835296,5,66.700,,8.562,254,18,20,,
T,2018-10-24 09:50:36,53.61752664,9.88822656,5,66.700,,8.625,253,18,20,,
T,2018-10-24 09:50:37,53.61750535,9.88809220,5,66.700,,9.000,254,18,20,,
T,2018-10-24 09:50:38,53.61748503,9.88794836,5,66.800,,9.500,256,18,20,,
T,2018-10-24 09:50:39,53.61746650,9.88779707,5,66.900,,9.812,258,17,20,,
T,2018-10-24 09:50:40,53.61744999,9.88764695,5,67.100,,9.750,260,18,20,,
T,2018-10-24 09:50:41,53.61743339,9.88750320,5,67.100,,9.625,261,17,20,,
T,2018-10-24 09:50:42,53.61741730,9.88736096,5,67.100,,9.500,261,18,20,,
T,2018-10-24 09:50:43,53.61740347,9.88722031,5,66.900,,9.375,261,18,20,,
T,2018-10-24 09:50:44,53.61739086,9.88707807,5,66.700,,9.375,261,18,19,,
T,2018-10-24 09:50:45,53.61738000,9.88693231,5,66.600,,9.375,261,18,20,,
T,2018-10-24 09:50:46,53.61736998,9.88679845,5,66.400,,8.875,263,18,20,,
T,2018-10-24 09:50:47,53.61736324,9.88667230,5,66.300,,8.312,265,18,20,,
T,2018-10-24 09:50:48,53.61736265,9.88655202,5,66.300,,7.938,271,18,20,,
T,2018-10-24 09:50:49,53.61737501,9.88643979,5,66.200,,7.438,282,18,20,,
T,2018-10-24 09:50:50,53.61740561,9.88634650,5,66.200,,7.000,301,17,20,,
T,2018-10-24 09:50:51,53.61745162,9.88627550,5,66.300,,6.812,320,17,21,,
T,2018-10-24 09:50:52,53.61750556,9.88621951,5,66.500,,6.875,334,17,21,,
T,2018-10-24 09:50:53,53.61756453,9.88617978,5,66.600,,7.000,342,18,21,,
T,2018-10-24 09:50:54,53.61763037,9.88614282,5,66.700,,7.562,346,18,21,,
T,2018-10-24 09:50:55,53.61770304,9.88610870,5,66.500,,8.062,348,18,21,,
T,2018-10-24 09:50:56,53.61777617,9.88607182,5,66.500,,8.312,348,17,21,,
T,2018-10-24 09:50:57,53.61784553,9.88603469,5,66.400,,7.812,347,15,21,,
T,2018-10-24 09:50:58,53.61791225,9.88598691,5,66.100,,7.750,340,16,21,,
T,2018-10-24 09:50:59,53.61798274,9.88592514,5,65.600,,8.375,335,16,21,,
T,2018-10-24 09:51:00,53.61806070,9.88584970,5,65.400,,9.188,331,16,21,,
T,2018-10-24 09:51:01,53.61814104,9.88577896,5,65.200,,9.625,330,16,21,,
T,2018-10-24 09:51:02,53.61822163,9.88570411,5,64.800,,9.938,329,16,21,,
T,2018-10-24 09:51:03,53.61830243,9.88563311,5,64.700,,9.875,327,15,21,,
T,2018-10-24 09:51:04,53.61837808,9.88555600,5,64.600,,9.625,325,16,21,,
T,2018-10-24 09:51:05,53.61844999,9.88547578,5,64.700,,9.438,324,16,21,,
T,2018-10-24 09:51:06,53.61851851,9.88539549,5,64.800,,9.188,324,16,21,,
T,2018-10-24 09:51:07,53.61858444,9.88532013,5,64.900,,8.750,325,16,21,,
T,2018-10-24 09:51:08,53.61864303,9.88525375,5,64.700,,7.688,326,16,20,,
T,2018-10-24 09:51:09,53.61868490,9.88520555,5,64.900,,5.562,326,16,20,,
T,2018-10-24 09:51:10,53.61870891,9.88517974,5,65.000,,3.188,328,16,21,,
T,2018-10-24 09:51:11,53.61872433,9.88516951,5,64.700,,1.938,328,16,21,,
T,2018-10-24 09:51:12,53.61872207,9.88517186,5,64.800,,0.000,328,16,21,,
T,2018-10-24 09:51:13,53.61872194,9.88517219,5,64.700,,0.000,329,16,21,,
T,2018-10-24 09:51:14,53.61872194,9.88517219,5,64.700,,0.000,329,16,21,,
T,2018-10-24 09:51:15,53.61872194,9.88517219,5,64.700,,0.000,329,16,21,,
T,2018-10-24 09:51:16,53.61872194,9.88517219,5,64.700,,0.000,329,16,21,,
T,2018-10-24 09:51:17,53.61873410,9.88516934,5,64.100,,1.250,326,16,21,,
T,2018-10-24 09:51:18,53.61875530,9.88514059,5,64.000,,2.875,324,16,21,,
T,2018-10-24 09:51:19,53.61878724,9.88509692,5,64.100,,4.250,324,16,21,,
T,2018-10-24 09:51:20,53.61882299,9.88505099,5,64.100,,4.750,324,16,21,,
T,2018-10-24 09:51:21,53.61886150,9.88500556,5,64.100,,5.125,325,16,21,,
T,2018-10-24 09:51:22,53.61890668,9.88495301,5,64.100,,6.000,326,16,21,,
T,2018-10-24 09:51:23,53.61895940,9.88489274,5,64.100,,6.938,327,16,21,,
T,2018-10-24 09:51:24,53.61901799,9.88482501,5,64.000,,7.750,326,16,21,,
T,2018-10-24 09:51:25,53.61907880,9.88475511,5,64.000,,8.000,326,15,21,,
T,2018-10-24 09:51:26,53.61914125,9.88468361,5,63.900,,8.312,326,14,21,,
T,2018-10-24 09:51:27,53.61920726,9.88460792,5,63.900,,8.812,326,15,21,,
T,2018-10-24 09:51:28,53.61927611,9.88452561,5,64.100,,9.250,325,15,21,,
T,2018-10-24 09:51:29,53.61934585,9.88444163,5,64.200,,9.438,324,15,21,,
T,2018-10-24 09:51:30,53.61941546,9.88435655,5,64.200,,9.438,324,16,21,,
T,2018-10-24 09:51:31,53.61948327,9.88426778,5,64.500,,9.438,324,16,21,,
T,2018-10-24 09:51:32,53.61955188,9.88418279,5,64.500,,9.312,325,16,21,,
T,2018-10-24 09:51:33,53.61962002,9.88410350,5,64.300,,9.000,325,16,20,,
T,2018-10-24 09:51:34,53.61968280,9.88402831,5,64.400,,8.562,326,15,20,,
T,2018-10-24 09:51:35,53.61974407,9.88395564,5,64.500,,8.312,325,15,20,,
T,2018-10-24 09:51:36,53.61980451,9.88388230,5,64.600,,8.312,325,15,20,,
T,2018-10-24 09:51:37,53.61986578,9.88380971,5,64.600,,8.312,325,16,20,,
T,2018-10-24 09:51:38,53.61992873,9.88373746,5,64.600,,8.375,326,15,20,,
T,2018-10-24 09:51:39,53.61999197,9.88366538,5,64.400,,8.438,326,15,20,,
T,2018-10-24 09:51:40,53.62005550,9.88359262,5,64.300,,8.438,326,15,20,,
T,2018-10-24 09:51:41,53.62011766,9.88352012,5,64.100,,8.312,325,15,20,,
T,2018-10-24 09:51:42,53.62017704,9.88344812,5,64.000,,8.125,325,17,20,,
T,2018-10-24 09:51:43,53.62023576,9.88337939,5,63.900,,7.938,325,17,20,,
T,2018-10-24 09:51:44,53.62029380,9.88331736,5,63.800,,7.562,327,17,20,,
T,2018-10-24 09:51:45,53.62035109,9.88326916,5,63.800,,7.062,333,18,20,,
T,2018-10-24 09:51:46,53.62041370,9.88324109,5,63.700,,7.062,345,17,20,,
T,2018-10-24 09:51:47,53.62047573,9.88323715,5,63.700,,6.812,358,17,20,,
